Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
d9817823-0b5c-38e4-9343-a6d605024bff,ef58ea08-d883-3957-8300-150554edc8fb,Alicia629 Ritchie586,F,GENERAL PRACTICE,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,5
cda61b7d-9a5c-3a4c-8f9e-bb866affcdc9,69176529-fd1f-3b3f-abce-a0a3626769eb,Romona686 Emmerich580,F,GENERAL PRACTICE,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,100
524093da-b212-38ff-bcaf-9d2d8a0bf8d0,5e765f2b-e908-3888-9fc7-df2cb87beb58,Romelia905 Gibson10,F,GENERAL PRACTICE,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,42
f717d713-ff76-36ee-8b9b-c29102104666,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,Jarrod316 Shields502,M,GENERAL PRACTICE,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,133
ac1467b1-88b5-36fe-8489-ea6e852042fb,e002090d-4e92-300e-b41e-7d1f21dee4c6,Bev675 Howe413,F,GENERAL PRACTICE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,5
c6e9e56f-a4a0-3e8e-ba26-4e58b0b79099,ef6ab57c-ed94-3dbe-9861-812d515918b3,Joy676 Erdman779,F,GENERAL PRACTICE,88 LEWIS BAY ROAD,HYANNIS,MA,02601,41.748854,-70.74053599999998,2
e327ed74-cb5c-3366-be58-389c8c76de2e,fbf6180e-b800-3ebe-b91d-93d0288c400e,Raymundo71 Beatty507,M,GENERAL PRACTICE,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,1
a17373c8-faf1-3891-984b-736c296d283c,4bdaa4c2-c664-3089-aee2-7137abbad27f,Jacob959 Osinski784,M,GENERAL PRACTICE,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,383
25102b5b-bb59-3d8a-ab6f-01a6cf3cc5de,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Cleo27 Weissnat378,M,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,38
983014ca-2224-349f-96df-d99f778f4346,5d4b9df1-93ae-3bc9-b680-03249990e558,Delorse592 Lueilwitz711,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,1
c685ff65-6d16-3ba7-abb4-2cdaa399c21b,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Avery919 Brakus656,M,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,1
7a3c5ac6-b8b8-39de-8119-0d8786c53d83,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Donnell534 Gulgowski816,M,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,1
11079aa0-ef89-3a2d-bf6b-08c2329e495b,4861d01f-019c-3dac-a153-8334e50919f9,Kendrick479 Hudson301,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,80
da6fd893-03c6-31a6-891f-49868ca3776a,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Branden904 Raynor401,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,1
431bbbe8-90b7-316a-9d74-2b5eac82fe43,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Cheri871 Dach178,F,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,1
583d8121-f5b7-3ee7-a7b8-1d0680b2c65c,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Ivory697 Stark857,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,1
3f47ebc1-b530-32f0-9e6a-41262654c2ff,c44f361c-2efb-3050-8f97-0354a12e2920,Mack300 Bogan287,M,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,102
22db8dba-3702-3677-8c29-fe7a93bf5bf3,331f4c11-d298-308b-aaa1-d7825b29b57f,Hui924 Lemke654,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,2
745b1e2f-a79c-3b28-9b68-146130b06ec3,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Noble66 Kuvalis369,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,92
9e5d12ef-9370-322f-93d0-b4a9072308fb,b0e04623-b02c-3f8b-92ea-943fc4db60da,Willy639 Murphy561,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,2
51111893-5483-3eb8-a63e-2c7f6de6757e,ebc3f5c4-6700-34af-8323-85621c313726,Jerald662 O'Connell601,M,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,3
459158a9-2bba-32ea-8b54-6a4e397e7544,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Maximo817 Shields502,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,89
e3bee203-39df-3055-8ffb-ba3f17e90d27,d692e283-0833-3201-8e55-4f868a9c0736,Lashunda872 Abshire638,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,4
469f6eb9-7f7d-3fb6-912d-6d454c86a8d6,8ad64ecf-c817-3753-bee7-006a8e662e06,Ariel183 Gleichner915,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,1
7ba62ba4-9283-3bc5-a641-05405e31f624,23834663-ed53-3da9-b330-d6e1ecb8428e,Dannie881 Waters156,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,6
fb19bdaa-7178-36fb-91c0-0b77ac526b74,60457c13-adb2-3415-82c5-86ab5dab5f93,Philip822 Dietrich576,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,1
05dbe1a1-e8c2-394f-bb81-3e1da63dbb92,a9f20dc1-5147-3789-bcef-bbecb41c5983,Odell776 Daniel959,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,184
4bc0f719-691d-3bbd-a3ce-05857372a9ee,03347b4d-994e-302b-848b-58019a4e274d,Wilford267 Kuhlman484,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,1
1dbfc505-5c1d-3e3f-8b90-d5b03f074310,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Brain142 Gislason620,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,73
76c794eb-718c-3f16-a748-7a276a294c35,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Granville802 Schinner682,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,3
a9ca904a-c7ee-3eee-a210-154df5ff29c8,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Lynelle567 Daniel959,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,115
12ba9c02-391a-3795-bb43-dd7432686a04,db0acede-4abe-3c01-8d03-5c68a190d8c7,Colin861 Swaniawski813,M,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,2
10755249-df94-3b93-86a8-d2a40735576f,3d10019f-c88e-3de5-9916-6107b9c0263d,Danika134 Stracke611,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,231
4bf07f97-badf-301e-ab43-eae536bde467,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Benny518 Kirlin939,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,166
6a641183-c1ad-387b-a4e0-f75a9c73382a,12c9daf5-a29c-36c9-ac55-28972463e566,Milford485 Yost751,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,4
30ae8abf-cfe3-33fb-9c14-8813e343c31c,226098a2-6a40-3588-b5bb-db56c3a30a04,Matt836 Mante251,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,2
3526bf56-14b5-3dec-8fc8-2fd3fa875b0f,b7175ab4-bde5-3848-891b-579bccb77c7c,Oretha285 Cole117,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,1
a9395ce2-acae-314f-92ab-3f8726bff0be,d733d4a9-080d-3593-b910-2366e652b7ea,Julio255 Prieto999,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,3
1fa7d835-d40d-3ba2-8080-682cd1d699f0,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Dorotea472 Galván169,F,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,2
c4c3cfa6-5acf-3649-853e-d4e72be94818,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Benny518 Grant908,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,1
85bfebc7-2fe3-34fd-b76c-cd514ee23ae7,6f122869-a856-3d65-8db9-099bf4f5bbb8,Leeanne840 Mayer370,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,1
56de423f-c252-3e29-bb9e-d2890537b4dc,465de31f-3098-365c-af70-48a071e1f5aa,Clemente531 Cardenas331,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,6
32b86e66-8f0a-3edc-9786-8bd6c7b2d8bc,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Marco578 Ferry570,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,2
71974fa0-d08b-3ef2-91b4-46e24f19fee9,80e919cc-df1a-3838-b75e-541564a286e5,Kiara978 Gleason633,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,105
9fe0e123-4cbc-3929-ac88-ca642bf23e76,956ccb85-bea0-30f9-af48-52f5dd95ff72,Pat3 Larson43,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,57
8bfef201-d579-3dff-a8cf-806915e8264a,5103c940-0c08-392f-95cd-446e0cea042a,Refugio197 Roob72,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,38
1e315081-c0ee-3895-bbe8-eae15e97f162,d5f4875f-6df2-32a8-a01b-47267f47fc49,Jacob959 Osinski784,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
fc414eeb-7fba-31e5-8f7a-2d8e42b0414b,d5f4875f-6df2-32a8-a01b-47267f47fc49,Cleo27 Weissnat378,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
2f16a336-1b78-344f-8999-0b74a142201b,d5f4875f-6df2-32a8-a01b-47267f47fc49,Delorse592 Lueilwitz711,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
